,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
2443,2020-03-24,,,,,,,,,,,,,,,,,
2444,2020-03-25,,,,,,,,,,,,,,,,,
2445,2020-03-26,,,,,,,,,,,,,,,,,
2446,2020-03-27,,,,,,,,,,,,,,,,,
2447,2020-03-28,,,,,,,,,,,,,,,,,
2448,2020-03-29,,,,,,,,,,,,,,,,,
2449,2020-03-30,,,,,,,,,,,,,,,,,
2450,2020-03-31,,,,,,,,,,,,,,,,,
2451,2020-04-01,,,,,,,,,,,,,,,,,
2452,2020-04-02,,,,,1.0,0.0,,,,,,,,,,,
2453,2020-04-03,0.0,0.0,,,1.0,0.0,,,,,,,,,,,
2454,2020-04-04,1.0,0.0,,,2.0,0.0,,,,,,,,,,,
2455,2020-04-05,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2456,2020-04-06,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2457,2020-04-07,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2458,2020-04-08,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2459,2020-04-09,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2460,2020-04-10,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2461,2020-04-11,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2462,2020-04-12,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2463,2020-04-13,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2464,2020-04-14,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2465,2020-04-15,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2466,2020-04-16,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2467,2020-04-17,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2468,2020-04-18,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2469,2020-04-19,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2470,2020-04-20,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2471,2020-04-21,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2472,2020-04-22,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2473,2020-04-23,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2474,2020-04-24,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2475,2020-04-25,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2476,2020-04-26,1.0,0.0,,,3.0,0.0,,,,,,,,,,,
2477,2020-04-27,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2478,2020-04-28,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2479,2020-04-29,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2480,2020-04-30,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2481,2020-05-01,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2482,2020-05-02,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2483,2020-05-03,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2484,2020-05-04,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2485,2020-05-05,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2486,2020-05-06,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2487,2020-05-07,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2488,2020-05-08,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2489,2020-05-09,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2490,2020-05-10,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2491,2020-05-11,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2492,2020-05-12,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2493,2020-05-13,1.0,0.0,,,4.0,0.0,,,,,,,,,,,
2494,2020-05-14,0.0,0.0,,,4.0,0.0,,,,,,,,,,,
2495,2020-05-15,0.0,0.0,,,4.0,0.0,,,,,,,,,,,
2496,2020-05-16,1.0,0.0,,,5.0,0.0,,,,,,,,,,,
2497,2020-05-17,3.0,0.0,,,8.0,0.0,,,,,,,,,,,
2498,2020-05-18,0.0,0.0,,,8.0,0.0,,,,,,,,,,,
2499,2020-05-19,6.0,0.0,,,14.0,0.0,,,,,,,,,,,
2500,2020-05-20,1.0,0.0,,,15.0,0.0,,,,,,,,,,,
2501,2020-05-21,5.0,0.0,,,20.0,0.0,,,,,,,,,,,
2502,2020-05-22,3.0,0.0,,,23.0,0.0,,,,,,,,,,,
2503,2020-05-23,0.0,0.0,,,23.0,0.0,,,,,,,,,,,
2504,2020-05-24,0.0,0.0,,,23.0,0.0,,,,,,,,,,,
2505,2020-05-25,14.0,0.0,,,37.0,0.0,,,,,,,,,,,
2506,2020-05-26,3.0,0.0,,,40.0,0.0,,,,,,,,,,,
2507,2020-05-27,3.0,0.0,,,43.0,0.0,,,,,,,,,,,
2508,2020-05-28,1.0,0.0,,,44.0,0.0,,,,,,,,,,,
2509,2020-05-29,1.0,0.0,,,45.0,0.0,,,,,,,,,,,
2510,2020-05-30,0.0,0.0,,,45.0,0.0,,,,,,,,,,,
2511,2020-05-31,0.0,0.0,,,45.0,0.0,,,,,,,,,,,
2512,2020-06-01,1.0,0.0,,,46.0,0.0,,,,,,,,,,,
2513,2020-06-02,1.0,0.0,,,47.0,0.0,,,,,,,,,,,
2514,2020-06-03,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2515,2020-06-04,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2516,2020-06-05,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2517,2020-06-06,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2518,2020-06-07,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2519,2020-06-08,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2520,2020-06-09,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2521,2020-06-10,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2522,2020-06-11,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2523,2020-06-12,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2524,2020-06-13,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2525,2020-06-14,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2526,2020-06-15,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2527,2020-06-16,1.0,0.0,,,48.0,0.0,,,,,,,,,,,
2528,2020-06-17,0.0,0.0,,,48.0,0.0,,,,,,,,,,,
2529,2020-06-18,0.0,0.0,,,48.0,0.0,,,,,,,,,,,
2530,2020-06-19,0.0,0.0,,,48.0,0.0,,,,,,,,,,,
2531,2020-06-20,0.0,0.0,,,48.0,0.0,,,,,,,,,,,
2532,2020-06-21,0.0,0.0,,,48.0,0.0,,,,,,,,,,,
2533,2020-06-22,0.0,0.0,,,48.0,0.0,,,,,,,,,,,
2534,2020-06-23,1.0,0.0,,,49.0,0.0,,,,,,,,,,,
2535,2020-06-24,0.0,0.0,,,49.0,0.0,,,,,,,,,,,
2536,2020-06-25,0.0,0.0,,,49.0,0.0,,,,,,,,,,,
2537,2020-06-26,0.0,0.0,,,49.0,0.0,,,,,,,,,,,
2538,2020-06-27,1.0,0.0,,,50.0,0.0,,,,,,,,,,,
2539,2020-06-28,0.0,0.0,,,50.0,0.0,,,,,,,,,,,
2540,2020-06-29,0.0,0.0,,,50.0,0.0,,,,,,,,,,,
2541,2020-06-30,1.0,0.0,,,51.0,0.0,,,,,,,,,,,
2542,2020-07-01,0.0,0.0,,,51.0,0.0,,,,,,,,,,,
2543,2020-07-02,0.0,0.0,,,51.0,0.0,,,,,,,,,,,
2544,2020-07-03,4.0,0.0,,,55.0,0.0,,,,,,,,,,,
2545,2020-07-04,3.0,0.0,,,58.0,0.0,,,,,,,,,,,
2546,2020-07-05,0.0,0.0,,,58.0,0.0,,,,,,,,,,,
2547,2020-07-06,0.0,0.0,,,58.0,0.0,,,,,,,,,,,
2548,2020-07-07,0.0,0.0,,,58.0,0.0,,,,,,,,,,,
2549,2020-07-08,0.0,0.0,,,58.0,0.0,,,,,,,,,,,
2550,2020-07-09,0.0,0.0,,,58.0,0.0,,,,,,,,,,,
2551,2020-07-10,2.0,0.0,,,60.0,0.0,,,,,,,,,,,
2552,2020-07-11,0.0,0.0,,,60.0,0.0,,,,,,,,,,,
2553,2020-07-12,0.0,0.0,,,60.0,0.0,,,,,,,,,,,
2554,2020-07-13,1.0,0.0,,,61.0,0.0,,,,,,,,,,,
2555,2020-07-14,0.0,0.0,,,61.0,0.0,,,,,,,,,,,
2556,2020-07-15,0.0,0.0,,,61.0,0.0,,,,,,,,,,,
2557,2020-07-16,1.0,0.0,,,62.0,0.0,,,,,,,,,,,
2558,2020-07-17,0.0,0.0,,,62.0,0.0,,,,,,,,,,,
2559,2020-07-18,4.0,0.0,,,66.0,0.0,,,,,,,,,,,
2560,2020-07-19,0.0,0.0,,,66.0,0.0,,,,,,,,,,,
2561,2020-07-20,0.0,0.0,,,66.0,0.0,,,,,,,,,,,
2562,2020-07-21,2.0,0.0,,,68.0,0.0,,,,,,,,,,,
2563,2020-07-22,11.0,0.0,,,79.0,0.0,,,,,,,,,,,
2564,2020-07-23,5.0,0.0,,,84.0,0.0,,,,,,,,,,,
2565,2020-07-24,3.0,0.0,,,87.0,0.0,,,,,,,,,,,
2566,2020-07-25,0.0,0.0,,,87.0,0.0,,,,,,,,,,,
2567,2020-07-26,0.0,0.0,,,87.0,0.0,,,,,,,,,,,
2568,2020-07-27,1.0,0.0,,,88.0,0.0,,,,,,,,,,,
2569,2020-07-28,0.0,0.0,,,88.0,0.0,,,,,,,,,,,
2570,2020-07-29,0.0,0.0,,,88.0,0.0,,,,,,,,,,,
2571,2020-07-30,0.0,0.0,,,88.0,0.0,,,,,,,,,,,
2572,2020-07-31,0.0,0.0,,,88.0,0.0,,,,,,,,,,,
2573,2020-08-01,0.0,0.0,,,88.0,0.0,,,,,,,,,,,
2574,2020-08-02,0.0,0.0,,,88.0,0.0,,,,,,,,,,,
2575,2020-08-03,2.0,0.0,,,90.0,0.0,,,,,,,,,,,
2576,2020-08-04,0.0,0.0,,,90.0,0.0,,,,,,,,,,,
2577,2020-08-05,0.0,0.0,,,90.0,0.0,,,,,,,,,,,
2578,2020-08-06,6.0,0.0,,,96.0,0.0,,,,,,,,,,,
2579,2020-08-07,3.0,0.0,,,99.0,0.0,,,,,,,,,,,
2580,2020-08-08,0.0,0.0,,,99.0,0.0,,,,,,,,,,,
2581,2020-08-09,0.0,0.0,,,99.0,0.0,,,,,,,,,,,
2582,2020-08-10,1.0,0.0,,,100.0,0.0,,,,,,,,,,,
2583,2020-08-11,4.0,0.0,,,104.0,0.0,,,,,,,,,,,
2584,2020-08-12,0.0,0.0,,,104.0,0.0,,,,,,,,,,,
2585,2020-08-13,1.0,0.0,,,105.0,0.0,,,,,,,,,,,
2586,2020-08-14,1.0,0.0,,,106.0,0.0,,,,,,,,,,,
2587,2020-08-15,0.0,0.0,,,106.0,0.0,,,,,,,,,,,
2588,2020-08-16,0.0,0.0,,,106.0,0.0,,,,,,,,,,,
2589,2020-08-17,2.0,1.0,,,108.0,1.0,,,,,,,,,,,
2590,2020-08-18,0.0,0.0,,,108.0,1.0,,,,,,,,,,,
2591,2020-08-19,4.0,0.0,,,112.0,1.0,,,,,,,,,,,
2592,2020-08-20,2.0,0.0,,,114.0,1.0,,,,,,,,,,,
2593,2020-08-21,2.0,0.0,,,116.0,1.0,,,,,,,,,,,
2594,2020-08-22,0.0,0.0,,,116.0,1.0,,,,,,,,,,,
2595,2020-08-23,0.0,0.0,,,116.0,1.0,,,,,,,,,,,
2596,2020-08-24,0.0,0.0,,,116.0,1.0,,,,,,,,,,,
2597,2020-08-25,5.0,0.0,,,121.0,1.0,,,,,,,,,,,
2598,2020-08-26,0.0,0.0,,,121.0,1.0,,,,,,,,,,,
2599,2020-08-27,1.0,0.0,,,122.0,1.0,,,,,,,,,,,
2600,2020-08-28,0.0,0.0,,,122.0,1.0,,,,,,,,,,,
2601,2020-08-29,0.0,0.0,,,122.0,1.0,,,,,,,,,,,
2602,2020-08-30,0.0,0.0,,,122.0,1.0,,,,,,,,,,,
2603,2020-08-31,1.0,0.0,,,123.0,1.0,,,,,,,,,,,
2604,2020-09-01,0.0,0.0,,,123.0,1.0,,,,,,,,,,,
2605,2020-09-02,1.0,0.0,,,124.0,1.0,,,,,,,,,,,
2606,2020-09-03,0.0,0.0,,,124.0,1.0,,,,,,,,,,,
2607,2020-09-04,0.0,0.0,,,124.0,1.0,,,,,,,,,,,
2608,2020-09-05,0.0,0.0,,,124.0,1.0,,,,,,,,,,,
2609,2020-09-06,0.0,0.0,,,124.0,1.0,,,,,,,,,,,
2610,2020-09-07,0.0,0.0,,,124.0,1.0,,,,,,,,,,,
2611,2020-09-08,0.0,0.0,,,124.0,1.0,,,,,,,,,,,
2612,2020-09-09,0.0,0.0,,,124.0,1.0,,,,,,,,,,,
2613,2020-09-10,4.0,0.0,,,128.0,1.0,,,,,,,,,,,
2614,2020-09-11,1.0,0.0,,,129.0,1.0,,,,,,,,,,,
2615,2020-09-12,0.0,0.0,,,129.0,1.0,,,,,,,,,,,
2616,2020-09-13,0.0,0.0,,,129.0,1.0,,,,,,,,,,,
2617,2020-09-14,4.0,0.0,,,133.0,1.0,,,,,,,,,,,
2618,2020-09-15,2.0,0.0,,,135.0,1.0,,,,,,,,,,,
2619,2020-09-16,0.0,0.0,,,135.0,1.0,,,,,,,,,,,
2620,2020-09-17,0.0,0.0,,,135.0,1.0,,,,,,,,,,,
2621,2020-09-18,1.0,0.0,,,136.0,1.0,,,,,,,,,,,
2622,2020-09-19,0.0,0.0,,,136.0,1.0,,,,,,,,,,,
2623,2020-09-20,0.0,0.0,,,136.0,1.0,,,,,,,,,,,
2624,2020-09-21,2.0,0.0,,,138.0,1.0,,,,,,,,,,,
2625,2020-09-22,0.0,0.0,,,138.0,1.0,,,,,,,,,,,
2626,2020-09-23,0.0,0.0,,,138.0,1.0,,,,,,,,,,,
2627,2020-09-24,1.0,0.0,,,139.0,1.0,,,,,,,,,,,
2628,2020-09-25,0.0,0.0,,,139.0,1.0,,,,,,,,,,,
2629,2020-09-26,0.0,0.0,,,139.0,1.0,,,,,,,,,,,
2630,2020-09-27,0.0,0.0,,,139.0,1.0,,,,,,,,,,,
2631,2020-09-28,0.0,0.0,,,139.0,1.0,,,,,,,,,,,
2632,2020-09-29,5.0,0.0,,,144.0,1.0,,,,,,,,,,,
2633,2020-09-30,0.0,0.0,,,144.0,1.0,,,,,,,,,,,
2634,2020-10-01,0.0,0.0,,,144.0,1.0,,,,,,,,,,,
2635,2020-10-02,2.0,0.0,,,146.0,1.0,,,,,,,,,,,
2636,2020-10-03,0.0,0.0,,,146.0,1.0,,,,,,,,,,,
2637,2020-10-04,0.0,0.0,,,146.0,1.0,,,,,,,,,,,
2638,2020-10-05,6.0,0.0,,,152.0,1.0,,,,,,,,,,,
2639,2020-10-06,3.0,0.0,,,155.0,1.0,,,,,,,,,,,
2640,2020-10-07,5.0,0.0,,,160.0,1.0,,,,,,,,,,,
2641,2020-10-08,7.0,0.0,,,167.0,1.0,,,,,,,,,,,
2642,2020-10-09,2.0,0.0,,,169.0,1.0,,,,,,,,,,,
2643,2020-10-10,0.0,0.0,,,169.0,1.0,,,,,,,,,,,
2644,2020-10-11,0.0,0.0,,,169.0,1.0,,,,,,,,,,,
2645,2020-10-12,1.0,0.0,,,170.0,1.0,,,,,,,,,,,
2646,2020-10-13,0.0,0.0,,,170.0,1.0,,,,,,,,,,,
2647,2020-10-14,1.0,0.0,,,171.0,1.0,,,,,,,,,,,
2648,2020-10-15,2.0,0.0,,,173.0,1.0,,,,,,,,,,,
2649,2020-10-16,0.0,0.0,,,173.0,1.0,,,,,,,,,,,
2650,2020-10-17,0.0,0.0,,,173.0,1.0,,,,,,,,,,,
2651,2020-10-18,0.0,0.0,,,173.0,1.0,,,,,,,,,,,
2652,2020-10-19,0.0,0.0,,,173.0,1.0,,,,,,,,,,,
2653,2020-10-20,,,,,,,,,,,,,,,,,
2654,2020-10-21,,,,,,,,,,,,,,,,,
2655,2020-01-01,,,,,,,,,,,,,,,,,
2656,2020-01-02,,,,,,,,,,,,,,,,,
2657,2020-01-03,,,,,,,,,,,,,,,,,
2658,2020-01-04,,,,,,,,,,,,,,,,,
2659,2020-01-05,,,,,,,,,,,,,,,,,
2660,2020-01-06,,,,,,,,,,,,,,,,,
2661,2020-01-07,,,,,,,,,,,,,,,,,
2662,2020-01-08,,,,,,,,,,,,,,,,,
2663,2020-01-09,,,,,,,,,,,,,,,,,
2664,2020-01-10,,,,,,,,,,,,,,,,,
2665,2020-01-11,,,,,,,,,,,,,,,,,
2666,2020-01-12,,,,,,,,,,,,,,,,,
2667,2020-01-13,,,,,,,,,,,,,,,,,
2668,2020-01-14,,,,,,,,,,,,,,,,,
2669,2020-01-15,,,,,,,,,,,,,,,,,
2670,2020-01-16,,,,,,,,,,,,,,,,,
2671,2020-01-17,,,,,,,,,,,,,,,,,
2672,2020-01-18,,,,,,,,,,,,,,,,,
2673,2020-01-19,,,,,,,,,,,,,,,,,
2674,2020-01-20,,,,,,,,,,,,,,,,,
2675,2020-01-21,,,,,,,,,,,,,,,,,
2676,2020-01-22,,,,,,,,,,,,,,,,,
2677,2020-01-23,,,,,,,,,,,,,,,,,
2678,2020-01-24,,,,,,,,,,,,,,,,,
2679,2020-01-25,,,,,,,,,,,,,,,,,
2680,2020-01-26,,,,,,,,,,,,,,,,,
2681,2020-01-27,,,,,,,,,,,,,,,,,
2682,2020-01-28,,,,,,,,,,,,,,,,,
2683,2020-01-29,,,,,,,,,,,,,,,,,
2684,2020-01-30,,,,,,,,,,,,,,,,,
2685,2020-01-31,,,,,,,,,,,,,,,,,
2686,2020-02-01,,,,,,,,,,,,,,,,,
2687,2020-02-02,,,,,,,,,,,,,,,,,
2688,2020-02-03,,,,,,,,,,,,,,,,,
2689,2020-02-04,,,,,,,,,,,,,,,,,
2690,2020-02-05,,,,,,,,,,,,,,,,,
2691,2020-02-06,,,,,,,,,,,,,,,,,
2692,2020-02-07,,,,,,,,,,,,,,,,,
2693,2020-02-08,,,,,,,,,,,,,,,,,
2694,2020-02-09,,,,,,,,,,,,,,,,,
2695,2020-02-10,,,,,,,,,,,,,,,,,
2696,2020-02-11,,,,,,,,,,,,,,,,,
2697,2020-02-12,,,,,,,,,,,,,,,,,
2698,2020-02-13,,,,,,,,,,,,,,,,,
2699,2020-02-14,,,,,,,,,,,,,,,,,
2700,2020-02-15,,,,,,,,,,,,,,,,,
2701,2020-02-16,,,,,,,,,,,,,,,,,
2702,2020-02-17,,,,,,,,,,,,,,,,,
2703,2020-02-18,,,,,,,,,,,,,,,,,
2704,2020-02-19,,,,,,,,,,,,,,,,,
2705,2020-02-20,,,,,,,,,,,,,,,,,
2706,2020-02-21,,,,,,,,,,,,,,,,,
2707,2020-02-22,,,,,,,,,,,,,,,,,
2708,2020-02-23,,,,,,,,,,,,,,,,,
2709,2020-02-24,,,,,,,,,,,,,,,,,
2710,2020-02-25,,,,,,,,,,,,,,,,,
2711,2020-02-26,,,,,,,,,,,,,,,,,
2712,2020-02-27,,,,,,,,,,,,,,,,,
2713,2020-02-28,,,,,,,,,,,,,,,,,
2714,2020-02-29,,,,,,,,,,,,,,,,,
2715,2020-03-01,,,,,,,,,,,,,,,,,
2716,2020-03-02,,,,,,,,,,,,,,,,,
2717,2020-03-03,,,,,,,,,,,,,,,,,
2718,2020-03-04,,,,,,,,,,,,,,,,,
2719,2020-03-05,,,,,,,,,,,,,,,,,
2720,2020-03-06,,,,,,,,,,,,,,,,,
2721,2020-03-07,,,,,,,,,,,,,,,,,
2722,2020-03-08,,,,,,,,,,,,,,,,,
2723,2020-03-09,,,,,,,,,,,,,,,,,
2724,2020-03-10,,,,,,,,,,,,,,,,,
2725,2020-03-11,,,,,,,,,,,,,,,,,
2726,2020-03-12,,,,,,,,,,,,,,,,,
2727,2020-03-13,,,,,,,,,,,,,,,,,
2728,2020-03-14,,,,,,,,,,,,,,,,,
2729,2020-03-15,,,,,,,,,,,,,,,,,
2730,2020-03-16,,,,,,,,,,,,,,,,,
2731,2020-03-17,,,,,,,,,,,,,,,,,
2732,2020-03-18,,,,,,,,,,,,,,,,,
2733,2020-03-19,,,,,,,,,,,,,,,,,
2734,2020-03-20,,,,,,,,,,,,,,,,,
2735,2020-03-21,,,,,2.0,0.0,,,,,,,,,,,
2736,2020-03-22,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2737,2020-03-23,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
2738,2020-03-24,1.0,0.0,,,3.0,0.0,,,,,,,,,,,
2739,2020-03-25,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
2740,2020-03-26,6.0,0.0,,,9.0,0.0,,,,,,,,,,,
2741,2020-03-27,3.0,0.0,,,12.0,0.0,,,,,,,,,,,
2742,2020-03-28,0.0,0.0,,,12.0,0.0,,,,,,,,,,,
2743,2020-03-29,0.0,0.0,,,12.0,0.0,,,,,,,,,,,
2744,2020-03-30,3.0,0.0,,,15.0,0.0,,,,,,,,,,,
2745,2020-03-31,3.0,0.0,,,18.0,0.0,,,,,,,,,,,
2746,2020-04-01,0.0,0.0,,,18.0,0.0,,,,,,,,,,,
2747,2020-04-02,1.0,0.0,,,19.0,0.0,,,,,,,,,,,
2748,2020-04-03,3.0,0.0,,,22.0,0.0,,,,,,,,,,,
2749,2020-04-04,0.0,0.0,,,22.0,0.0,,,,,,,,,,,
2750,2020-04-05,0.0,0.0,,,22.0,0.0,,,,,,,,,,,
2751,2020-04-06,3.0,0.0,,,25.0,0.0,,,,,,,,,,,
2752,2020-04-07,3.0,0.0,,,28.0,0.0,,,,,,,,,,,
2753,2020-04-08,1.0,0.0,,,29.0,0.0,,,,,,,,,,,
2754,2020-04-09,1.0,0.0,,,30.0,0.0,,,,,,,,,,,
2755,2020-04-10,2.0,0.0,,,32.0,0.0,,,,,,,,,,,
2756,2020-04-11,0.0,0.0,,,32.0,0.0,,,,,,,,,,,
2757,2020-04-12,0.0,0.0,,,32.0,0.0,,,,,,,,,,,
2758,2020-04-13,2.0,0.0,,,34.0,0.0,,,,,,,,,,,
2759,2020-04-14,1.0,0.0,,,35.0,0.0,,,,,,,,,,,
2760,2020-04-15,0.0,0.0,,,35.0,0.0,,,,,,,,,,,
2761,2020-04-16,0.0,0.0,,,35.0,0.0,,,,,,,,,,,
2762,2020-04-17,1.0,0.0,,,36.0,0.0,,,,,,,,,,,
2763,2020-04-18,0.0,0.0,,,36.0,0.0,,,,,,,,,,,
2764,2020-04-19,0.0,0.0,,,36.0,0.0,,,,,,,,,,,
2765,2020-04-20,2.0,0.0,,,38.0,0.0,,,,,,,,,,,
2766,2020-04-21,1.0,0.0,,,39.0,0.0,,,,,,,,,,,
2767,2020-04-22,0.0,0.0,,,39.0,0.0,,,,,,,,,,,
2768,2020-04-23,1.0,0.0,,,40.0,0.0,,,,,,,,,,,
2769,2020-04-24,2.0,0.0,,,42.0,0.0,,,,,,,,,,,
2770,2020-04-25,0.0,0.0,,,42.0,0.0,,,,,,,,,,,
2771,2020-04-26,0.0,0.0,,,42.0,0.0,,,,,,,,,,,
2772,2020-04-27,1.0,0.0,,,43.0,0.0,,,,,,,,,,,
2773,2020-04-28,1.0,0.0,,,44.0,0.0,,,,,,,,,,,
2774,2020-04-29,0.0,0.0,,,44.0,0.0,,,,,,,,,,,
2775,2020-04-30,0.0,0.0,,,44.0,0.0,,,,,,,,,,,
2776,2020-05-01,3.0,0.0,,,47.0,0.0,,,,,,,,,,,
2777,2020-05-02,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2778,2020-05-03,0.0,0.0,,,47.0,0.0,,,,,,,,,,,
2779,2020-05-04,6.0,0.0,,,53.0,0.0,,,,,,,,,,,
2780,2020-05-05,0.0,0.0,,,53.0,0.0,,,,,,,,,,,
2781,2020-05-06,1.0,0.0,,,54.0,0.0,,,,,,,,,,,
2782,2020-05-07,0.0,0.0,,,54.0,0.0,,,,,,,,,,,
2783,2020-05-08,0.0,0.0,,,54.0,0.0,,,,,,,,,,,
2784,2020-05-09,0.0,0.0,,,54.0,0.0,,,,,,,,,,,
2785,2020-05-10,0.0,0.0,,,54.0,0.0,,,,,,,,,,,
2786,2020-05-11,2.0,0.0,,,56.0,0.0,,,,,,,,,,,
2787,2020-05-12,4.0,0.0,,,60.0,0.0,,,,,,,,,,,
2788,2020-05-13,0.0,0.0,,,60.0,0.0,,,,,,,,,,,
2789,2020-05-14,2.0,0.0,,,62.0,0.0,,,,,,,,,,,
2790,2020-05-15,2.0,0.0,,,64.0,0.0,,,,,,,,,,,
2791,2020-05-16,0.0,0.0,,,64.0,0.0,,,,,,,,,,,
2792,2020-05-17,1.0,0.0,,,65.0,0.0,,,,,,,,,,,
2793,2020-05-18,2.0,0.0,,,67.0,0.0,,,,,,,,,,,
2794,2020-05-19,0.0,0.0,,,67.0,0.0,,,,,,,,,,,
2795,2020-05-20,0.0,0.0,,,67.0,0.0,,,,,,,,,,,
2796,2020-05-21,0.0,0.0,,,67.0,0.0,,,,,,,,,,,
2797,2020-05-22,7.0,0.0,,,74.0,0.0,,,,,,,,,,,
2798,2020-05-23,0.0,0.0,,,74.0,0.0,,,,,,,,,,,
2799,2020-05-24,0.0,0.0,,,74.0,0.0,,,,,,,,,,,
2800,2020-05-25,4.0,0.0,,,78.0,0.0,,,,,,,,,,,
2801,2020-05-26,2.0,0.0,,,80.0,0.0,,,,,,,,,,,
2802,2020-05-27,1.0,0.0,,,81.0,0.0,,,,,,,,,,,
2803,2020-05-28,3.0,0.0,,,84.0,0.0,,,,,,,,,,,
2804,2020-05-29,6.0,0.0,,,90.0,0.0,,,,,,,,,,,
2805,2020-05-30,0.0,0.0,,,90.0,0.0,,,,,,,,,,,
2806,2020-05-31,0.0,0.0,,,90.0,0.0,,,,,,,,,,,
2807,2020-06-01,6.0,0.0,,,96.0,0.0,,,,,,,,,,,
2808,2020-06-02,0.0,0.0,,,96.0,0.0,,,,,,,,,,,
2809,2020-06-03,2.0,0.0,,,98.0,0.0,,,,,,,,,,,
2810,2020-06-04,4.0,0.0,,,102.0,0.0,,,,,,,,,,,
2811,2020-06-05,4.0,0.0,,,106.0,0.0,,,,,,,,,,,
2812,2020-06-06,0.0,0.0,,,106.0,0.0,,,,,,,,,,,
2813,2020-06-07,0.0,0.0,,,106.0,0.0,,,,,,,,,,,
2814,2020-06-08,3.0,0.0,,,109.0,0.0,,,,,,,,,,,
2815,2020-06-09,2.0,0.0,,,111.0,0.0,,,,,,,,,,,
2816,2020-06-10,0.0,0.0,,,111.0,0.0,,,,,,,,,,,
2817,2020-06-11,0.0,0.0,,,111.0,0.0,,,,,,,,,,,
2818,2020-06-12,2.0,0.0,,,113.0,0.0,,,,,,,,,,,
2819,2020-06-13,0.0,0.0,,,113.0,0.0,,,,,,,,,,,
2820,2020-06-14,0.0,0.0,,,113.0,0.0,,,,,,,,,,,
2821,2020-06-15,4.0,0.0,,,117.0,0.0,,,,,,,,,,,
2822,2020-06-16,1.0,0.0,,,118.0,0.0,,,,,,,,,,,
2823,2020-06-17,3.0,0.0,,,121.0,0.0,,,,,,,,,,,
2824,2020-06-18,4.0,0.0,,,125.0,0.0,,,,,,,,,,,
2825,2020-06-19,5.0,0.0,,,130.0,0.0,,,,,,,,,,,
2826,2020-06-20,0.0,0.0,,,130.0,0.0,,,,,,,,,,,
