,subregion2_name,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,population_age_80_and_older
137,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
138,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
139,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
140,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
141,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
142,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
143,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
144,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
145,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
146,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
147,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
148,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
149,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
150,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
151,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
152,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
153,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
154,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
155,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
156,,39144818.0,20468055.0,20856543.0,5297960.0,5594857.0,6134141.0,5908592.0,5079947.0,4954811.0,4286163.0,2632208.0,1148734.0,287183.0,1435918.0
