,subregion2_name,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2305,Contra Costa County,-31.0,-10.0,-7.0,-52.0,-44.0,16.0
2306,Contra Costa County,-31.0,-6.0,4.0,-39.0,-22.0,7.0
2307,Contra Costa County,-30.0,-11.0,13.0,-37.0,-18.0,6.0
2308,Contra Costa County,-30.0,-12.0,-8.0,-54.0,-45.0,15.0
2309,Contra Costa County,-28.0,-9.0,2.0,-55.0,-45.0,16.0
2310,Contra Costa County,-28.0,-10.0,-3.0,-55.0,-45.0,15.0
2311,Contra Costa County,-28.0,-7.0,-1.0,-54.0,-46.0,15.0
2312,Contra Costa County,-28.0,-5.0,-3.0,-52.0,-45.0,14.0
2313,Contra Costa County,-33.0,-6.0,-7.0,-40.0,-24.0,6.0
2314,Contra Costa County,-35.0,-12.0,-16.0,-37.0,-22.0,5.0
2315,Contra Costa County,-33.0,-12.0,-14.0,-69.0,-75.0,20.0
2316,Contra Costa County,-33.0,-12.0,-23.0,-55.0,-47.0,16.0
2317,Contra Costa County,-36.0,-16.0,-38.0,-59.0,-47.0,17.0
2318,Contra Costa County,-33.0,-11.0,-26.0,-56.0,-46.0,17.0
2319,Contra Costa County,-33.0,-12.0,-28.0,-54.0,-44.0,17.0
2320,Contra Costa County,-32.0,-9.0,-25.0,-46.0,-21.0,9.0
2321,Contra Costa County,-33.0,-14.0,-22.0,-45.0,-19.0,8.0
2322,Contra Costa County,-31.0,-14.0,-21.0,-56.0,-44.0,15.0
2323,Contra Costa County,-29.0,-11.0,-8.0,-56.0,-43.0,16.0
2324,Contra Costa County,-29.0,-12.0,-3.0,-55.0,-44.0,15.0
2325,Contra Costa County,-29.0,-11.0,2.0,-55.0,-45.0,15.0
2326,Contra Costa County,-29.0,-10.0,-2.0,-52.0,-41.0,15.0
2327,Contra Costa County,-28.0,-6.0,15.0,-40.0,-19.0,6.0
2328,Contra Costa County,-30.0,-12.0,12.0,-38.0,-16.0,6.0
2329,Contra Costa County,-30.0,-12.0,-10.0,-56.0,-45.0,14.0
2330,Contra Costa County,-29.0,-11.0,-5.0,-58.0,-44.0,15.0
2331,Contra Costa County,-29.0,-11.0,-11.0,-57.0,-43.0,15.0
2332,Contra Costa County,-29.0,-10.0,-8.0,-57.0,-44.0,15.0
2333,Contra Costa County,-29.0,-10.0,-8.0,-54.0,-42.0,14.0
2334,Contra Costa County,-28.0,-6.0,5.0,-46.0,-18.0,6.0
2335,Contra Costa County,-31.0,-12.0,-3.0,-41.0,-16.0,5.0
2336,Contra Costa County,-30.0,-12.0,-24.0,-57.0,-44.0,15.0
2337,Contra Costa County,-30.0,-11.0,-18.0,-57.0,-44.0,15.0
2338,Contra Costa County,-29.0,-10.0,-27.0,-59.0,-44.0,15.0
2339,Contra Costa County,-28.0,-8.0,-32.0,-58.0,-44.0,15.0
2340,Contra Costa County,-29.0,-9.0,-32.0,-53.0,-41.0,15.0
2341,Contra Costa County,-28.0,-6.0,-21.0,-43.0,-19.0,7.0
2342,Contra Costa County,-27.0,-10.0,1.0,-39.0,-16.0,5.0
2343,Contra Costa County,-27.0,-11.0,-20.0,-56.0,-44.0,14.0
2344,Contra Costa County,-27.0,-10.0,-14.0,-57.0,-44.0,15.0
2345,Contra Costa County,-28.0,-11.0,-19.0,-58.0,-43.0,15.0
2346,Contra Costa County,-28.0,-12.0,-14.0,-57.0,-44.0,15.0
2347,Contra Costa County,-27.0,-9.0,-9.0,-54.0,-42.0,14.0
2348,Contra Costa County,-27.0,-8.0,0.0,-47.0,-18.0,6.0
2349,Contra Costa County,-27.0,-11.0,14.0,-42.0,-15.0,5.0
2350,Contra Costa County,-26.0,-12.0,-4.0,-58.0,-47.0,14.0
2351,Contra Costa County,-28.0,-10.0,-8.0,-56.0,-43.0,15.0
2352,Contra Costa County,-26.0,-10.0,-13.0,-55.0,-43.0,15.0
2353,Contra Costa County,-27.0,-10.0,-12.0,-56.0,-44.0,15.0
2354,Contra Costa County,-26.0,-8.0,-13.0,-52.0,-41.0,14.0
2355,Contra Costa County,,,,,,
2356,Contra Costa County,,,,,,
2357,Contra Costa County,,,,,,
2358,Contra Costa County,,,,,,
2359,Contra Costa County,,,,,,
2360,Del Norte County,,,,,,
2361,Del Norte County,,,,,,
2362,Del Norte County,,,,,,
2363,Del Norte County,,,,,,
2364,Del Norte County,,,,,,
2365,Del Norte County,,,,,,
2366,Del Norte County,,,,,,
2367,Del Norte County,,,,,,
2368,Del Norte County,,,,,,
2369,Del Norte County,,,,,,
2370,Del Norte County,,,,,,
2371,Del Norte County,,,,,,
2372,Del Norte County,,,,,,
2373,Del Norte County,,,,,,
2374,Del Norte County,,,,,,
2375,Del Norte County,,,,,,
2376,Del Norte County,,,,,,
2377,Del Norte County,,,,,,
2378,Del Norte County,,,,,,
2379,Del Norte County,,,,,,
2380,Del Norte County,,,,,,
2381,Del Norte County,,,,,,
2382,Del Norte County,,,,,,
2383,Del Norte County,,,,,,
2384,Del Norte County,,,,,,
2385,Del Norte County,,,,,,
2386,Del Norte County,,,,,,
2387,Del Norte County,,,,,,
2388,Del Norte County,,,,,,
2389,Del Norte County,,,,,,
2390,Del Norte County,,,,,,
2391,Del Norte County,,,,,,
2392,Del Norte County,,,,,,
2393,Del Norte County,,,,,,
2394,Del Norte County,,,,,,
2395,Del Norte County,,,,,,
2396,Del Norte County,,,,,,
2397,Del Norte County,,,,,,
2398,Del Norte County,,,,,,
2399,Del Norte County,,,,,,
2400,Del Norte County,,,,,,
2401,Del Norte County,,,,,,
2402,Del Norte County,,,,,,
2403,Del Norte County,,,,,,
2404,Del Norte County,,,,,,
2405,Del Norte County,17.0,13.0,,,0.0,
2406,Del Norte County,19.0,3.0,,,3.0,
2407,Del Norte County,16.0,1.0,,,-33.0,
2408,Del Norte County,3.0,3.0,,,6.0,
2409,Del Norte County,5.0,-1.0,,,0.0,
2410,Del Norte County,10.0,10.0,,,3.0,
2411,Del Norte County,3.0,-1.0,,,7.0,
2412,Del Norte County,16.0,21.0,,,4.0,
2413,Del Norte County,7.0,2.0,,,4.0,
2414,Del Norte County,13.0,11.0,11.0,,6.0,
2415,Del Norte County,6.0,-7.0,,,7.0,
2416,Del Norte County,11.0,3.0,,,2.0,
2417,Del Norte County,21.0,1.0,,,1.0,
2418,Del Norte County,19.0,16.0,12.0,,2.0,
2419,Del Norte County,23.0,24.0,,,4.0,
2420,Del Norte County,30.0,13.0,,,3.0,
2421,Del Norte County,23.0,27.0,17.0,,7.0,
2422,Del Norte County,20.0,20.0,,,6.0,
2423,Del Norte County,19.0,11.0,,,-1.0,
2424,Del Norte County,17.0,19.0,17.0,,7.0,
2425,Del Norte County,14.0,16.0,8.0,,7.0,
2426,Del Norte County,30.0,29.0,,,6.0,
2427,Del Norte County,18.0,8.0,,,6.0,
2428,Del Norte County,18.0,23.0,26.0,,8.0,
2429,Del Norte County,11.0,12.0,,,7.0,
2430,Del Norte County,6.0,6.0,,,3.0,
2431,Del Norte County,12.0,23.0,,,4.0,
2432,Del Norte County,5.0,21.0,8.0,,0.0,
2433,Del Norte County,-4.0,21.0,0.0,,2.0,
2434,Del Norte County,6.0,34.0,,,3.0,
2435,Del Norte County,8.0,35.0,21.0,,-6.0,
2436,Del Norte County,-9.0,21.0,2.0,,-13.0,
2437,Del Norte County,-11.0,21.0,,,-16.0,
2438,Del Norte County,-5.0,19.0,,,-17.0,
2439,Del Norte County,-19.0,13.0,35.0,,-24.0,
2440,Del Norte County,-21.0,9.0,,,-20.0,
2441,Del Norte County,-20.0,8.0,,,-20.0,
2442,Del Norte County,-23.0,1.0,-25.0,,-26.0,
2443,Del Norte County,-30.0,-11.0,-20.0,,-30.0,
2444,Del Norte County,-31.0,-12.0,,,-33.0,
2445,Del Norte County,-19.0,-8.0,,,-31.0,
2446,Del Norte County,-29.0,-7.0,-8.0,,-32.0,
2447,Del Norte County,-33.0,-8.0,-14.0,,-22.0,
2448,Del Norte County,-31.0,-11.0,-26.0,,-29.0,
2449,Del Norte County,-34.0,-15.0,-51.0,,-35.0,
2450,Del Norte County,-27.0,-10.0,-4.0,,-33.0,
2451,Del Norte County,-13.0,-1.0,,,-33.0,
2452,Del Norte County,-19.0,-1.0,8.0,,-32.0,
2453,Del Norte County,-30.0,0.0,-4.0,,-31.0,
2454,Del Norte County,-38.0,-13.0,-51.0,,-24.0,
2455,Del Norte County,-32.0,-11.0,-32.0,,-30.0,
2456,Del Norte County,,,-23.0,,-29.0,
2457,Del Norte County,,,,,-32.0,
2458,Del Norte County,,,,,-35.0,
2459,Del Norte County,,,-2.0,,-35.0,
2460,Del Norte County,-31.0,,4.0,,-34.0,
2461,Del Norte County,,,20.0,,-23.0,
2462,Del Norte County,,,16.0,,-30.0,
2463,Del Norte County,,,-14.0,,-34.0,
2464,Del Norte County,,,,,-33.0,
2465,Del Norte County,,,-2.0,,-37.0,
2466,Del Norte County,,,13.0,,-36.0,
2467,Del Norte County,-27.0,,-20.0,,-35.0,
2468,Del Norte County,,,,,-23.0,
2469,Del Norte County,,,21.0,,-30.0,
2470,Del Norte County,,,-25.0,,-32.0,
2471,Del Norte County,,,16.0,,-31.0,
2472,Del Norte County,,,-41.0,,-37.0,
2473,Del Norte County,,,11.0,,-32.0,
2474,Del Norte County,-25.0,,9.0,,-31.0,
2475,Del Norte County,,,,,-21.0,
2476,Del Norte County,,,29.0,,-29.0,
2477,Del Norte County,,,-23.0,,-28.0,
2478,Del Norte County,,,,,-30.0,
2479,Del Norte County,,,-6.0,,-34.0,
2480,Del Norte County,,,,,-28.0,
2481,Del Norte County,-12.0,,3.0,,-30.0,
2482,Del Norte County,,,,,-16.0,
2483,Del Norte County,,,,,-23.0,
2484,Del Norte County,,,0.0,,-26.0,
2485,Del Norte County,,,10.0,,-30.0,
2486,Del Norte County,,,,,-31.0,
2487,Del Norte County,,,,,-28.0,
2488,Del Norte County,-14.0,,,,-26.0,
2489,Del Norte County,,,27.0,,-10.0,
2490,Del Norte County,,,,,-10.0,
2491,Del Norte County,,,-19.0,,-24.0,
2492,Del Norte County,,,-16.0,,-29.0,
2493,Del Norte County,,,-3.0,,-27.0,
2494,Del Norte County,-3.0,14.0,,,-29.0,
2495,Del Norte County,-9.0,9.0,,,-25.0,
2496,Del Norte County,-15.0,13.0,-13.0,,-12.0,
2497,Del Norte County,-8.0,,2.0,,-19.0,
2498,Del Norte County,-2.0,27.0,1.0,,-20.0,
2499,Del Norte County,-5.0,10.0,,,-24.0,
2500,Del Norte County,-3.0,6.0,,,-26.0,
2501,Del Norte County,-5.0,27.0,,,-23.0,
2502,Del Norte County,-8.0,27.0,,,-28.0,
2503,Del Norte County,7.0,40.0,,,-12.0,
2504,Del Norte County,21.0,,,,-20.0,
2505,Del Norte County,4.0,26.0,,,-49.0,
2506,Del Norte County,-5.0,20.0,,,-24.0,
2507,Del Norte County,-9.0,10.0,,,-27.0,
2508,Del Norte County,-6.0,12.0,,,-22.0,
2509,Del Norte County,-7.0,12.0,51.0,,-19.0,
2510,Del Norte County,-24.0,5.0,-21.0,,-14.0,
2511,Del Norte County,4.0,,,,-10.0,
2512,Del Norte County,11.0,42.0,50.0,,-16.0,
2513,Del Norte County,5.0,28.0,,,-18.0,
2514,Del Norte County,5.0,26.0,,,-22.0,
2515,Del Norte County,2.0,26.0,,,-18.0,
2516,Del Norte County,-6.0,14.0,,,-20.0,
2517,Del Norte County,-2.0,24.0,,,-5.0,
2518,Del Norte County,12.0,,,,-7.0,
2519,Del Norte County,10.0,29.0,50.0,,-16.0,
2520,Del Norte County,11.0,22.0,,,-18.0,
2521,Del Norte County,9.0,21.0,,,-21.0,
2522,Del Norte County,16.0,20.0,,,-18.0,
2523,Del Norte County,-1.0,17.0,,,-19.0,
2524,Del Norte County,14.0,28.0,,,-7.0,
2525,Del Norte County,19.0,,,,-3.0,
2526,Del Norte County,8.0,14.0,35.0,,-21.0,
2527,Del Norte County,9.0,20.0,,,-20.0,
2528,Del Norte County,4.0,15.0,,,-22.0,
2529,Del Norte County,11.0,24.0,,,-23.0,
2530,Del Norte County,3.0,19.0,,,-24.0,
2531,Del Norte County,24.0,43.0,,,-5.0,
2532,Del Norte County,27.0,,,,-7.0,
2533,Del Norte County,23.0,31.0,,,-23.0,
2534,Del Norte County,17.0,23.0,,,-22.0,
2535,Del Norte County,15.0,17.0,,,-22.0,
2536,Del Norte County,20.0,32.0,,,-20.0,
2537,Del Norte County,8.0,21.0,,,-21.0,
2538,Del Norte County,26.0,32.0,,,-4.0,
2539,Del Norte County,33.0,,,,-1.0,
2540,Del Norte County,26.0,30.0,,,-17.0,
2541,Del Norte County,23.0,25.0,,,-18.0,
2542,Del Norte County,29.0,27.0,,,-23.0,
2543,Del Norte County,37.0,53.0,,,-21.0,
2544,Del Norte County,37.0,66.0,,,-34.0,
2545,Del Norte County,40.0,69.0,,,-8.0,
2546,Del Norte County,42.0,,,,-10.0,
2547,Del Norte County,34.0,36.0,,,-24.0,
2548,Del Norte County,21.0,29.0,,,-22.0,
2549,Del Norte County,20.0,23.0,,,-22.0,
2550,Del Norte County,26.0,23.0,,,-22.0,
2551,Del Norte County,16.0,22.0,,,-19.0,
2552,Del Norte County,25.0,43.0,,,0.0,
2553,Del Norte County,33.0,,,,-10.0,
2554,Del Norte County,25.0,35.0,,,-19.0,
2555,Del Norte County,20.0,33.0,,,-19.0,
2556,Del Norte County,17.0,25.0,,,-22.0,
2557,Del Norte County,20.0,31.0,,,-21.0,
2558,Del Norte County,10.0,26.0,,,-20.0,
2559,Del Norte County,31.0,53.0,,,2.0,
2560,Del Norte County,34.0,,,,-6.0,
2561,Del Norte County,33.0,31.0,,,-22.0,
2562,Del Norte County,20.0,21.0,,,-21.0,
2563,Del Norte County,18.0,24.0,,,-23.0,
2564,Del Norte County,20.0,19.0,,,-21.0,
2565,Del Norte County,10.0,17.0,,,-21.0,
2566,Del Norte County,34.0,59.0,,,-5.0,
2567,Del Norte County,42.0,,,,-5.0,
2568,Del Norte County,32.0,25.0,,,-20.0,
2569,Del Norte County,20.0,21.0,,,-22.0,
2570,Del Norte County,16.0,16.0,,,-24.0,
2571,Del Norte County,20.0,22.0,,,-21.0,
2572,Del Norte County,19.0,31.0,,,-21.0,
2573,Del Norte County,32.0,48.0,,,-3.0,
2574,Del Norte County,45.0,,,,-8.0,
2575,Del Norte County,41.0,38.0,,,-23.0,
2576,Del Norte County,28.0,31.0,,,-21.0,
2577,Del Norte County,18.0,24.0,,,-23.0,
2578,Del Norte County,24.0,40.0,,,-21.0,
2579,Del Norte County,14.0,32.0,,,-24.0,
2580,Del Norte County,38.0,66.0,,,-4.0,
2581,Del Norte County,39.0,,,,-9.0,
2582,Del Norte County,30.0,40.0,,,-26.0,
2583,Del Norte County,28.0,38.0,,,-25.0,
2584,Del Norte County,23.0,22.0,,,-27.0,
2585,Del Norte County,27.0,26.0,,,-25.0,
2586,Del Norte County,16.0,33.0,,,-22.0,
2587,Del Norte County,37.0,58.0,,,-4.0,
2588,Del Norte County,35.0,,,,-9.0,
2589,Del Norte County,,,,,,
2590,Del Norte County,,,,,,
2591,Del Norte County,,,,,,
2592,Del Norte County,,,,,,
2593,Del Norte County,,,,,,
2594,Del Norte County,,,,,,
2595,Del Norte County,,,,,,
2596,Del Norte County,,,,,,
2597,Del Norte County,,,,,,
2598,Del Norte County,,,,,,
2599,Del Norte County,,,,,,
2600,Del Norte County,,,,,,
2601,Del Norte County,,,,,,
2602,Del Norte County,,,,,,
2603,Del Norte County,,,,,,
2604,Del Norte County,,,,,,
2605,Del Norte County,,,,,,
2606,Del Norte County,,,,,,
2607,Del Norte County,,,,,,
2608,Del Norte County,,,,,,
2609,Del Norte County,,,,,,
2610,Del Norte County,,,,,,
2611,Del Norte County,,,,,,
2612,Del Norte County,,,,,,
2613,Del Norte County,,,,,,
2614,Del Norte County,-4.0,15.0,18.0,,-21.0,
2615,Del Norte County,-4.0,17.0,22.0,,-5.0,
2616,Del Norte County,5.0,,,,-10.0,
2617,Del Norte County,10.0,21.0,20.0,,-15.0,
2618,Del Norte County,6.0,17.0,,,-18.0,
2619,Del Norte County,-4.0,12.0,,,-22.0,
2620,Del Norte County,4.0,12.0,,,-19.0,
2621,Del Norte County,-6.0,11.0,31.0,,-18.0,
2622,Del Norte County,11.0,27.0,60.0,,-4.0,
2623,Del Norte County,14.0,,,,-6.0,
2624,Del Norte County,9.0,15.0,,,-18.0,
2625,Del Norte County,4.0,17.0,,,-19.0,
2626,Del Norte County,-1.0,15.0,,,-21.0,4.0
2627,Del Norte County,4.0,19.0,,,-17.0,5.0
2628,Del Norte County,0.0,16.0,41.0,,-18.0,6.0
2629,Del Norte County,20.0,38.0,,,-2.0,
2630,Del Norte County,16.0,,,,-9.0,
2631,Del Norte County,14.0,30.0,,,-14.0,1.0
2632,Del Norte County,4.0,19.0,,,-17.0,3.0
2633,Del Norte County,0.0,15.0,,,-21.0,3.0
2634,Del Norte County,16.0,21.0,,,-15.0,2.0
2635,Del Norte County,5.0,22.0,52.0,,-13.0,2.0
2636,Del Norte County,17.0,42.0,73.0,,3.0,
2637,Del Norte County,18.0,,,,-2.0,
2638,Del Norte County,17.0,28.0,40.0,,-17.0,0.0
2639,Del Norte County,5.0,16.0,,,-17.0,2.0
2640,Del Norte County,2.0,11.0,,,-20.0,3.0
2641,Del Norte County,10.0,18.0,,,-19.0,3.0
2642,Del Norte County,5.0,23.0,,,-17.0,4.0
2643,Del Norte County,9.0,27.0,71.0,,-3.0,
2644,Del Norte County,18.0,,,,-4.0,
2645,Del Norte County,11.0,19.0,52.0,,-19.0,2.0
2646,Del Norte County,5.0,22.0,,,-15.0,3.0
2647,Del Norte County,1.0,15.0,,,-20.0,3.0
2648,Del Norte County,6.0,20.0,,,-15.0,3.0
2649,Del Norte County,0.0,19.0,,,-16.0,5.0
2650,Del Norte County,,,,,,
2651,Del Norte County,,,,,,
2652,Del Norte County,,,,,,
2653,Del Norte County,,,,,,
2654,Del Norte County,,,,,,
2655,El Dorado County,,,,,,
2656,El Dorado County,,,,,,
2657,El Dorado County,,,,,,
2658,El Dorado County,,,,,,
2659,El Dorado County,,,,,,
2660,El Dorado County,,,,,,
2661,El Dorado County,,,,,,
2662,El Dorado County,,,,,,
2663,El Dorado County,,,,,,
2664,El Dorado County,,,,,,
2665,El Dorado County,,,,,,
2666,El Dorado County,,,,,,
2667,El Dorado County,,,,,,
2668,El Dorado County,,,,,,
2669,El Dorado County,,,,,,
2670,El Dorado County,,,,,,
2671,El Dorado County,,,,,,
2672,El Dorado County,,,,,,
2673,El Dorado County,,,,,,
2674,El Dorado County,,,,,,
2675,El Dorado County,,,,,,
2676,El Dorado County,,,,,,
2677,El Dorado County,,,,,,
2678,El Dorado County,,,,,,
2679,El Dorado County,,,,,,
2680,El Dorado County,,,,,,
2681,El Dorado County,,,,,,
2682,El Dorado County,,,,,,
2683,El Dorado County,,,,,,
2684,El Dorado County,,,,,,
2685,El Dorado County,,,,,,
2686,El Dorado County,,,,,,
2687,El Dorado County,,,,,,
2688,El Dorado County,,,,,,
2689,El Dorado County,,,,,,
2690,El Dorado County,,,,,,
2691,El Dorado County,,,,,,
2692,El Dorado County,,,,,,
2693,El Dorado County,,,,,,
2694,El Dorado County,,,,,,
2695,El Dorado County,,,,,,
2696,El Dorado County,,,,,,
2697,El Dorado County,,,,,,
2698,El Dorado County,,,,,,
2699,El Dorado County,,,,,,
2700,El Dorado County,2.0,-5.0,24.0,,-1.0,0.0
2701,El Dorado County,26.0,1.0,95.0,,1.0,-1.0
2702,El Dorado County,25.0,0.0,118.0,-24.0,-38.0,7.0
2703,El Dorado County,11.0,0.0,34.0,,0.0,0.0
2704,El Dorado County,10.0,-3.0,32.0,-12.0,1.0,0.0
2705,El Dorado County,12.0,-4.0,41.0,,0.0,0.0
2706,El Dorado County,8.0,-10.0,23.0,-2.0,1.0,0.0
2707,El Dorado County,1.0,-10.0,12.0,,2.0,-1.0
2708,El Dorado County,9.0,-12.0,31.0,,0.0,-1.0
2709,El Dorado County,5.0,-11.0,14.0,,3.0,0.0
2710,El Dorado County,6.0,-9.0,25.0,,1.0,-1.0
2711,El Dorado County,5.0,-7.0,24.0,0.0,2.0,-1.0
2712,El Dorado County,8.0,-11.0,36.0,9.0,3.0,-1.0
2713,El Dorado County,5.0,-7.0,13.0,14.0,2.0,0.0
2714,El Dorado County,-1.0,-10.0,1.0,,2.0,-1.0
2715,El Dorado County,2.0,-14.0,-21.0,,1.0,0.0
2716,El Dorado County,7.0,-9.0,-7.0,,4.0,0.0
2717,El Dorado County,9.0,0.0,25.0,,3.0,-1.0
2718,El Dorado County,4.0,-4.0,22.0,10.0,3.0,0.0
2719,El Dorado County,6.0,-6.0,36.0,,3.0,-1.0
2720,El Dorado County,-2.0,-14.0,10.0,20.0,1.0,0.0
2721,El Dorado County,-13.0,-19.0,-48.0,,-1.0,2.0
2722,El Dorado County,-2.0,-18.0,-3.0,,-1.0,0.0
2723,El Dorado County,2.0,-11.0,4.0,,2.0,0.0
2724,El Dorado County,4.0,-7.0,28.0,,1.0,0.0
2725,El Dorado County,2.0,-5.0,28.0,6.0,0.0,0.0
2726,El Dorado County,5.0,0.0,39.0,,-1.0,0.0
2727,El Dorado County,-1.0,6.0,15.0,4.0,-2.0,1.0
2728,El Dorado County,-26.0,-11.0,-60.0,,-10.0,6.0
2729,El Dorado County,-23.0,-9.0,-45.0,,-18.0,6.0
2730,El Dorado County,-18.0,0.0,-35.0,-26.0,-34.0,10.0
2731,El Dorado County,-18.0,2.0,-9.0,-9.0,-31.0,10.0
2732,El Dorado County,-26.0,0.0,-17.0,-24.0,-37.0,13.0
2733,El Dorado County,-27.0,-1.0,20.0,-28.0,-38.0,14.0
2734,El Dorado County,-42.0,-15.0,-10.0,-34.0,-43.0,18.0
2735,El Dorado County,-58.0,-28.0,-27.0,,-39.0,13.0
2736,El Dorado County,-54.0,-31.0,-2.0,,-43.0,11.0
2737,El Dorado County,-45.0,-24.0,-30.0,-48.0,-48.0,18.0
2738,El Dorado County,-46.0,-22.0,-34.0,-38.0,-52.0,20.0
2739,El Dorado County,-47.0,-23.0,-14.0,-41.0,-52.0,20.0
2740,El Dorado County,-47.0,-25.0,-9.0,-46.0,-52.0,20.0
2741,El Dorado County,-49.0,-27.0,-16.0,-46.0,-52.0,20.0
2742,El Dorado County,-63.0,-38.0,-65.0,-50.0,-46.0,16.0
2743,El Dorado County,-58.0,-37.0,-35.0,,-48.0,13.0
2744,El Dorado County,-44.0,-28.0,-27.0,-48.0,-52.0,18.0
2745,El Dorado County,-41.0,-22.0,-2.0,-42.0,-54.0,19.0
2746,El Dorado County,-41.0,-20.0,-9.0,-45.0,-53.0,19.0
2747,El Dorado County,-42.0,-21.0,3.0,-39.0,-53.0,20.0
2748,El Dorado County,-47.0,-22.0,-12.0,-42.0,-53.0,20.0
2749,El Dorado County,-63.0,-36.0,-75.0,-53.0,-49.0,16.0
2750,El Dorado County,-68.0,-45.0,-83.0,,-54.0,15.0
2751,El Dorado County,-49.0,-31.0,-48.0,-54.0,-55.0,20.0
2752,El Dorado County,-45.0,-24.0,-11.0,-40.0,-55.0,20.0
2753,El Dorado County,-45.0,-24.0,-22.0,-47.0,-54.0,20.0
2754,El Dorado County,-46.0,-24.0,-27.0,-52.0,-55.0,21.0
2755,El Dorado County,-48.0,-28.0,-14.0,-42.0,-56.0,21.0
2756,El Dorado County,-57.0,-27.0,-45.0,,-48.0,14.0
2757,El Dorado County,-69.0,-43.0,-37.0,-44.0,-54.0,12.0
2758,El Dorado County,-44.0,-23.0,-6.0,-40.0,-52.0,18.0
2759,El Dorado County,-42.0,-18.0,11.0,-44.0,-51.0,18.0
2760,El Dorado County,-47.0,-12.0,9.0,-48.0,-52.0,18.0
2761,El Dorado County,-58.0,-13.0,6.0,-38.0,-51.0,19.0
2762,El Dorado County,-64.0,-23.0,-33.0,-39.0,-52.0,21.0
2763,El Dorado County,-70.0,-27.0,-42.0,-42.0,-45.0,14.0
2764,El Dorado County,-66.0,-26.0,-22.0,,-48.0,12.0
2765,El Dorado County,-61.0,-19.0,-26.0,-44.0,-51.0,18.0
2766,El Dorado County,-58.0,-12.0,6.0,-42.0,-50.0,18.0
2767,El Dorado County,-58.0,-13.0,7.0,-49.0,-51.0,18.0
2768,El Dorado County,-57.0,-12.0,18.0,-40.0,-51.0,18.0
2769,El Dorado County,-62.0,-18.0,-7.0,-39.0,-51.0,19.0
2770,El Dorado County,-67.0,-20.0,-30.0,-25.0,-45.0,13.0
2771,El Dorado County,-63.0,-19.0,4.0,,-47.0,10.0
2772,El Dorado County,-57.0,-13.0,-9.0,-42.0,-48.0,17.0
2773,El Dorado County,-55.0,-8.0,28.0,-36.0,-50.0,9.0
2774,El Dorado County,-51.0,-7.0,8.0,-45.0,-50.0,17.0
2775,El Dorado County,-48.0,-8.0,16.0,-29.0,-50.0,17.0
2776,El Dorado County,-52.0,-13.0,1.0,-34.0,-50.0,17.0
2777,El Dorado County,-58.0,-18.0,-25.0,-28.0,-42.0,11.0
2778,El Dorado County,-53.0,-13.0,7.0,-20.0,-43.0,9.0
2779,El Dorado County,-46.0,-8.0,8.0,-32.0,-48.0,15.0
2780,El Dorado County,-43.0,2.0,26.0,-23.0,-47.0,15.0
2781,El Dorado County,-48.0,-4.0,14.0,-36.0,-47.0,16.0
2782,El Dorado County,-46.0,-2.0,37.0,-28.0,-47.0,16.0
2783,El Dorado County,-51.0,-8.0,11.0,-28.0,-48.0,16.0
2784,El Dorado County,-54.0,-1.0,-11.0,-29.0,-38.0,9.0
2785,El Dorado County,-50.0,3.0,16.0,-14.0,-37.0,7.0
2786,El Dorado County,-47.0,-11.0,-1.0,-24.0,-45.0,15.0
2787,El Dorado County,-47.0,-7.0,-26.0,-40.0,-46.0,17.0
2788,El Dorado County,-44.0,-2.0,-5.0,-42.0,-45.0,16.0
2789,El Dorado County,-46.0,-8.0,-2.0,-37.0,-45.0,16.0
2790,El Dorado County,-46.0,-12.0,27.0,-32.0,-45.0,15.0
2791,El Dorado County,-52.0,-13.0,12.0,-27.0,-34.0,9.0
2792,El Dorado County,-56.0,-23.0,-48.0,-46.0,-38.0,11.0
2793,El Dorado County,-47.0,-14.0,-37.0,-38.0,-46.0,17.0
2794,El Dorado County,-40.0,-2.0,9.0,-30.0,-44.0,15.0
2795,El Dorado County,-38.0,1.0,34.0,-33.0,-42.0,14.0
2796,El Dorado County,-36.0,1.0,73.0,-28.0,-42.0,14.0
2797,El Dorado County,-41.0,-4.0,44.0,-33.0,-43.0,14.0
2798,El Dorado County,-49.0,-6.0,44.0,-32.0,-29.0,8.0
2799,El Dorado County,-41.0,2.0,128.0,-14.0,-31.0,5.0
2800,El Dorado County,-40.0,0.0,221.0,-45.0,-71.0,17.0
2801,El Dorado County,-36.0,5.0,83.0,-29.0,-41.0,13.0
2802,El Dorado County,-34.0,8.0,95.0,-30.0,-40.0,13.0
2803,El Dorado County,-31.0,7.0,117.0,-18.0,-38.0,13.0
2804,El Dorado County,-40.0,-3.0,69.0,-15.0,-38.0,13.0
2805,El Dorado County,-50.0,-15.0,-20.0,-33.0,-23.0,9.0
2806,El Dorado County,-41.0,-7.0,70.0,-18.0,-23.0,6.0
2807,El Dorado County,-33.0,1.0,40.0,-26.0,-38.0,12.0
2808,El Dorado County,-31.0,13.0,98.0,-24.0,-38.0,12.0
2809,El Dorado County,-29.0,12.0,126.0,-35.0,-38.0,12.0
2810,El Dorado County,-29.0,6.0,143.0,-21.0,-38.0,11.0
2811,El Dorado County,-31.0,0.0,82.0,-22.0,-38.0,11.0
2812,El Dorado County,-38.0,-6.0,40.0,-33.0,-23.0,6.0
